model,target_fpr_budget_pct,n_seeds,attack_precision_mean,attack_precision_sd,attack_precision_ci95_low,attack_precision_ci95_high,attack_recall_mean,attack_recall_sd,attack_recall_ci95_low,attack_recall_ci95_high,attack_f1_mean,attack_f1_sd,attack_f1_ci95_low,attack_f1_ci95_high,fpr_mean,fpr_sd,fpr_ci95_low,fpr_ci95_high,alerts_per_1k_normals_mean,alerts_per_1k_normals_sd,alerts_per_1k_normals_ci95_low,alerts_per_1k_normals_ci95_high,raw_false_triggers_per_day_mean,raw_false_triggers_per_day_sd,raw_false_triggers_per_day_ci95_low,raw_false_triggers_per_day_ci95_high,mean_seconds_between_raw_false_triggers_mean,mean_seconds_between_raw_false_triggers_sd,mean_seconds_between_raw_false_triggers_ci95_low,mean_seconds_between_raw_false_triggers_ci95_high,dos_recall_mean,dos_recall_sd,dos_recall_ci95_low,dos_recall_ci95_high,fdi_recall_mean,fdi_recall_sd,fdi_recall_ci95_low,fdi_recall_ci95_high,roc_auc_mean,roc_auc_sd,roc_auc_ci95_low,roc_auc_ci95_high,pr_auc_mean,pr_auc_sd,pr_auc_ci95_low,pr_auc_ci95_high
Isolation Forest,0.01,10,0.9085870472129166,0.13429423299305934,0.8125187402092982,1.004655354216535,0.0025027252228709664,0.0019763446626220186,0.0010889334198860422,0.003916517025855891,0.004985538519794787,0.003935132074366874,0.002170514614489777,0.007800562425099798,5.367686527106817e-05,2.9256004160476806e-05,3.274838065376459e-05,7.460534988837174e-05,0.05367686527106817,0.029256004160476808,0.03274838065376459,0.07460534988837175,46.3768115942029,25.27718759465196,28.294600884852606,64.45902230355318,2024.2628571428572,1088.4445499961525,1187.6103127323354,2860.915401553379,0.0048624029764577584,0.003948527167923869,0.0020377967984706287,0.007687009154444888,0.0004470647405627428,0.00037371636811569435,0.00017972415575690578,0.0007144053253685798,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,0.02,10,0.9161056577540838,0.11798216323003494,0.8317063025061201,1.0005050130020474,0.003804859109710753,0.001963220598856057,0.0024004556963752085,0.005209262523046297,0.007572637591577533,0.003904267990826291,0.004779692521579734,0.010365582661575331,0.00011965467883342279,6.542903306339126e-05,7.284956818054289e-05,0.00016645978948630268,0.1196546788334228,0.06542903306339125,0.07284956818054292,0.1664597894863027,103.38164251207729,56.53068456677004,62.942026907989074,143.8212581161655,1173.4670282658517,819.7310878209908,587.0667335542605,1759.8673229774429,0.007075501956507793,0.0037370702673459573,0.004402162932664224,0.00974884098035136,0.0009556008829528628,0.0005969297915326646,0.000528583034200342,0.0013826187317053835,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,0.05,10,0.9112263002291618,0.06952501421674734,0.861491101171503,0.9609614992868207,0.0052981319157196834,0.003140868611890415,0.00305128986345738,0.007544973967981987,0.010518550453358427,0.006209153088283675,0.00607678991142562,0.014960310995291234,0.00026391125424941853,0.00011515687430458418,0.00018153298894563847,0.0003462895195531986,0.2639112542494185,0.11515687430458417,0.18153298894563846,0.3462895195531986,228.01932367149757,99.49553939916072,156.8445024490316,299.19414489396354,477.6005298222649,271.6391655584528,283.28157680791696,671.9194828366128,0.009208416190903842,0.005799011462996286,0.0050600532930464015,0.013356779088761282,0.0018916426835061052,0.0010534988164139145,0.00113801502975249,0.0026452703372597205,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,0.1,10,0.915512808661551,0.015860050077604302,0.9041672123094963,0.9268584050136058,0.008674421730105875,0.0026297476755413013,0.0067932135694471025,0.010555629890764646,0.017174268348618627,0.005143728614086678,0.013494666562092805,0.020853870135144448,0.0005747897656110217,8.388252626608936e-05,0.000514783821156309,0.0006347957100657344,0.5747897656110217,0.08388252626608939,0.5147838211563089,0.6347957100657344,496.61835748792265,72.4745026939012,444.7732214790509,548.4634934967944,177.1825632998231,24.540973157112447,159.627008672642,194.7381179270042,0.014106100455449355,0.005108490371386258,0.01045170658919355,0.01776049432170516,0.003942552180837688,0.0008926195567532732,0.0033040106165097604,0.0045810937451656155,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,0.2,10,0.8989591131335258,0.019086868745542104,0.8853051897630466,0.912613036504005,0.016732121791330056,0.005729854862572582,0.012633230545179164,0.020831013037480948,0.032800083997021424,0.010949887315602227,0.02496700648620479,0.04063316150783806,0.0013296206834854177,0.00010783542068695492,0.0012524798705887527,0.0014067614963820827,1.329620683485418,0.1078354206869549,1.252479870588753,1.4067614963820831,1148.7922705314008,93.16980347352906,1082.1426081886823,1215.4419328741194,75.66149117548807,6.219180410771531,71.21255751916517,80.11042483181096,0.02590608762589005,0.01205902794827008,0.01727957870380179,0.03453259654797831,0.00874011567800162,0.0010821554020093707,0.007965988337840756,0.009514243018162484,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,0.5,10,0.907335444390313,0.03070785645630195,0.8853683672067415,0.9293025215738845,0.0752669225140741,0.047059498521939594,0.04160258525488833,0.10893125977325988,0.13621836205311047,0.07520424067067345,0.08242048913106428,0.19001623497515666,0.004782832349257469,0.00022421514067560725,0.004622438499951989,0.004943226198562949,4.78283234925747,0.2242151406756073,4.62243849995199,4.94322619856295,4132.367149758454,193.72188154372466,3993.7868639585195,4270.947435558388,20.949201011278898,0.9747128960848621,20.251933409725925,21.64646861283187,0.11313426133812303,0.09015796392534109,0.04863913921587623,0.17762938346036983,0.04227835368409287,0.01785479844784963,0.029505800309709333,0.05505090705847641,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,1.0,10,0.9430464554707854,0.022762391701605333,0.9267632213706326,0.9593296895709381,0.2693475891110547,0.12518502539288184,0.17979561667214367,0.3588995615499658,0.4072027859159825,0.1443761746024137,0.3039222923565194,0.5104832794754457,0.010339506172839507,0.0003969877744342454,0.010055518226812044,0.010623494118866969,10.339506172839506,0.3969877744342457,10.055518226812044,10.623494118866969,8933.333333333334,342.997437111188,8687.967747965607,9178.69891870106,9.684156073939667,0.36264292110067975,9.424736955928921,9.943575191950412,0.30203989992943747,0.17874434123321759,0.17417390102507824,0.4299058988337967,0.24086730559669173,0.18108964754885803,0.1113235756228225,0.370411035570561,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,2.0,10,0.9519483507310131,0.020450876781018607,0.9373186747925564,0.9665780266694699,0.6161079337584183,0.19364802594112937,0.477580481073845,0.7546353864429917,0.7321620469287005,0.16600163753026095,0.6134116291189893,0.8509124647384116,0.020545938450527823,0.0006116163963274269,0.020108414437610106,0.02098346246344554,20.54593845052782,0.6116163963274274,20.108414437610104,20.983462463445537,17751.690821256037,528.4365664268975,17373.67007409513,18129.711568416944,4.87090696744117,0.14058822258570458,4.770336211516345,4.971477723365994,0.6021842324716145,0.20966445771918973,0.45219931470559765,0.7521691502376313,0.6282377266757943,0.21426278728910825,0.4749633620960071,0.7815120912555814,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,5.0,10,0.9142852603980314,0.0018035111364084538,0.9129951062516066,0.9155754145444561,0.7608896919378201,0.0008758907447579805,0.7602631174446817,0.7615162664309585,0.830563357911762,0.0009371290375152979,0.8298929761829897,0.8312337396405342,0.0534219001610306,0.0012288720334752634,0.05254281806532986,0.05430098225673134,53.4219001610306,1.2288720334752634,52.542818065329854,54.300982256731345,46156.52173913043,1061.745436922628,45396.994808444986,46916.04866981588,1.872762857450685,0.04210140790004979,1.8426453245582963,1.9028803903430735,0.7514786067098596,0.0008892693552681215,0.7508424617353004,0.7521147516844187,0.7690882673447149,0.0008856926603032356,0.7684546809835995,0.7697218537058304,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
Isolation Forest,10.0,10,0.8476224622019297,0.0010371599738440678,0.846880522652044,0.8483644017518154,0.7700598802395209,0.0006112982165864113,0.7696225838386782,0.7704971766403635,0.8069813263745413,0.0005596151603929952,0.8065810018048684,0.8073816509442143,0.1036701556629093,0.0008424648651504304,0.10306749260358629,0.1042728187222323,103.6701556629093,0.8424648651504317,103.06749260358629,104.2728187222323,89571.01449275362,727.8896434899702,89050.31360949854,90091.7153760087,0.9646548334260052,0.007803668836852794,0.9590724250316545,0.970237241820356,0.7606292898838924,0.0005907269465031254,0.7602067092831685,0.7610518704846164,0.7782754477632792,0.0006779368751060613,0.7777904809378599,0.7787604145886985,0.8718445257977546,0.00427373600760232,0.8687872792304208,0.8749017723650885,0.8653571207318093,0.012168709112597655,0.8566521506313644,0.8740620908322542
