threshold,accuracy,attack_precision,attack_recall,attack_f1,roc_auc,pr_auc,fpr,fp,tn,fn,tp,normal_windows,attack_windows,dos_recall,fdi_recall,alerts_per_1k_normals,raw_false_triggers_per_day,mean_seconds_between_raw_false_triggers,model,seed,target_fpr_budget,target_fpr_budget_pct,threshold_percentile,validation_windows,expected_validation_exceedances
0.21016453206539154,0.8898539584934666,0.9986312399355878,0.7433623014683848,0.8522934203745061,0.8828312911514496,0.9050299807196477,0.000760796598791676,68,89312,17128,49612,89380,66740,0.7348455598455599,0.7507851934941111,0.7607965987916759,657.328261356008,131.44117647058826,LSTM AE,67,0.001,0.1,99.9,47420,47.42
0.18425142765045166,0.8898795798104022,0.9967317640453944,0.7448456697632604,0.8525734474419882,0.8828312911514496,0.9050299807196477,0.0018236742000447526,163,89217,17029,49711,89380,66740,0.7354890604890605,0.7530005608524958,1.8236742000447526,1575.6545088386663,54.834355828220865,LSTM AE,67,0.002,0.2,99.8,47420,94.84
0.16708844900131226,0.8887522418652318,0.9909510361560797,0.746583757866347,0.8515834629385928,0.8828312911514496,0.9050299807196477,0.0050906243007384205,455,88925,16913,49827,89380,66740,0.736936936936937,0.7549915872125631,5.090624300738421,4398.299395837996,19.643956043956045,LSTM AE,67,0.005,0.5,99.5,47420,237.1
0.15833038091659546,0.8889315910837817,0.9823653478108034,0.7537159124962541,0.8529835687518017,0.8828312911514496,0.9050299807196477,0.010102931304542402,903,88477,16437,50303,89380,66740,0.7440797940797941,0.7621144139091419,10.102931304542402,8728.932647124635,9.898117386489481,LSTM AE,67,0.01,1.0,99.0,47420,474.2
0.1502579003572464,0.8842108634383807,0.9679404581033522,0.7541204674857657,0.8477559648635219,0.8828312911514496,0.9050299807196477,0.01865070485567241,1667,87713,16410,50330,89380,66740,0.7443693693693694,0.7626191811553561,18.65070485567241,16114.208995300962,5.361727654469107,LSTM AE,67,0.02,2.0,98.0,47420,948.4
0.13432134687900543,0.86688444786062,0.9187440775566732,0.7554240335630806,0.8291178792264176,0.8828312911514496,0.9050299807196477,0.04988811814723652,4459,84921,16323,50417,89380,66740,0.745945945945946,0.763684800897364,49.88811814723652,43103.33407921235,2.00448531060776,LSTM AE,67,0.05,5.0,95.0,47420,2371.0
0.09941211342811584,0.8445106328465283,0.8482393268931131,0.7749175906502846,0.8099224029253549,0.8828312911514496,0.9050299807196477,0.10352427836204968,9253,80127,15022,51718,89380,66740,0.7657657657657657,0.782893998878295,103.52427836204969,89444.97650481093,0.9659569869231601,LSTM AE,67,0.1,10.0,90.0,47420,4742.0
759.983901281682,0.8189026222736603,0.9994571819991211,0.5773888631714128,0.7319363204421981,0.872570712959855,0.8983998159318713,0.00023483628556092325,21,89403,28301,38666,89424,66967,0.7327602796843928,0.4420352622314119,0.23483628556092326,202.8985507246377,425.8285714285714,Hybrid AE,67,0.0001,0.01,99.99,47447,4.7447
554.7034816479613,0.8572552128958828,0.9995300436388049,0.6669553660758284,0.8000573209615591,0.872570712959855,0.8983998159318713,0.00023483628556092325,21,89403,22303,44664,89424,66967,0.7329206491757008,0.6094889491184442,0.23483628556092326,202.8985507246377,425.8285714285714,Hybrid AE,67,0.0002,0.02,99.98,47447,9.4894
431.6303530406023,0.8719107877051748,0.9995104403907963,0.7012110442456733,0.8242005125144803,0.872570712959855,0.8983998159318713,0.000257201646090535,23,89401,20009,46958,89424,66967,0.7331130925652704,0.6734192070189164,0.257201646090535,222.22222222222223,388.8,Hybrid AE,67,0.0005,0.05,99.95,47447,23.7235
200.52340506904386,0.8873400643259522,0.9990695792880259,0.7375871698000508,0.8486431228362555,0.872570712959855,0.8983998159318713,0.00051440329218107,46,89378,17573,49394,89424,66967,0.7356469305279364,0.7392774316130655,0.51440329218107,444.44444444444446,194.4,Hybrid AE,67,0.001,0.1,99.9,47447,47.447
91.02044315478912,0.8900448235512274,0.996508449552084,0.74583003568922,0.853136102760317,0.872570712959855,0.8983998159318713,0.001956969046341027,175,89249,17021,49946,89424,66967,0.7376034383218937,0.7529967308390846,1.9569690463410272,1690.8212560386476,51.09942857142857,Hybrid AE,67,0.002,0.2,99.8,47447,94.894
51.52462241856849,0.892046217493334,0.990788648479147,0.7549091343497544,0.8569128153842243,0.872570712959855,0.8983998159318713,0.0052558597244587585,470,88954,16413,50554,89424,66967,0.7450445827185836,0.7635027522423091,5.255859724458759,4541.062801932368,19.026382978723404,Hybrid AE,67,0.005,0.5,99.5,47447,237.235
31.830507281689133,0.889277515969589,0.980620680308985,0.7563725416996431,0.85402124430956,0.872570712959855,0.8983998159318713,0.011193862945070675,1001,88423,16315,50652,89424,66967,0.746038873564693,0.7653748358434156,11.193862945070675,9671.497584541063,8.933466533466534,Hybrid AE,67,0.01,1.0,99.0,47447,474.47
19.936859521091026,0.8824484784930079,0.9582005092898236,0.7585676527244762,0.8467770165524828,0.872570712959855,0.8983998159318713,0.024780819466809805,2216,87208,16168,50799,89424,66967,0.7484123420360511,0.7674145687222331,24.780819466809806,21410.62801932367,4.035379061371842,Hybrid AE,67,0.02,2.0,98.0,47447,948.94
13.0529966240214,0.8654781924791068,0.9078444953558172,0.7633311929756447,0.8293395200934504,0.872570712959855,0.8983998159318713,0.05802692789407765,5189,84235,15849,51118,89424,66967,0.7540573481300917,0.7714102098410126,58.02692789407765,50135.26570048309,1.723337830025053,Hybrid AE,67,0.05,5.0,95.0,47447,2372.35
8.55583200511517,0.8366210331796586,0.8358635007136369,0.7695730733047621,0.8013496808502367,0.872570712959855,0.8983998159318713,0.11316872427983539,10120,79304,15431,51536,89424,66967,0.7606324972737186,0.7773617591997541,113.16872427983539,97777.77777777778,0.8836363636363637,Hybrid AE,67,0.1,10.0,90.0,47447,4744.7
0.18019287288188934,0.8884782372387158,0.9993345700919504,0.7400510699299655,0.850367624979624,0.8927883099699461,0.9115760378780077,0.0003690284487385937,33,89391,17408,49559,89424,66967,0.7325357623965617,0.7465981167397804,0.3690284487385937,318.84057971014494,270.9818181818182,Dense AE,68,0.0001,0.01,99.99,47447,4.7447
0.17877137660980225,0.8885102083879507,0.9993346371756356,0.7401257335702659,0.8504169383343056,0.8927883099699461,0.9115760378780077,0.0003690284487385937,33,89391,17403,49564,89424,66967,0.7325678362948232,0.746709882924921,0.3690284487385937,318.84057971014494,270.9818181818182,Dense AE,68,0.0002,0.02,99.98,47447,9.4894
0.17532336711883545,0.8887276122027482,0.999254618344447,0.7406931772365494,0.850762396446152,0.8927883099699461,0.9115760378780077,0.0004137591697978171,37,89387,17365,49602,89424,66967,0.7332093142600552,0.7472128307580541,0.41375916979781713,357.48792270531396,241.6864864864865,Dense AE,68,0.0005,0.05,99.95,47447,23.7235
0.15105699002742767,0.8900831889303092,0.9986775932196598,0.7442919646990309,0.8529210445258223,0.8927883099699461,0.9115760378780077,0.0007380568974771874,66,89358,17124,49843,89424,66967,0.7354544871383668,0.7519908351728185,0.7380568974771874,637.6811594202899,135.4909090909091,Dense AE,68,0.001,0.1,99.9,47447,47.447
0.12782616913318634,0.889782660127501,0.9963073852295409,0.7453671211193573,0.8527595308669395,0.8927883099699461,0.9115760378780077,0.0020687958489890856,185,89239,17052,49915,89424,66967,0.7356790044261979,0.7538070356813547,2.068795848989086,1787.43961352657,48.337297297297305,Dense AE,68,0.002,0.2,99.8,47447,94.894
0.10411100834608078,0.8898210255065828,0.9913459258673832,0.7492346976869204,0.8534517218210735,0.8927883099699461,0.9115760378780077,0.0048980139559849705,438,88986,16793,50174,89424,66967,0.7388863942523575,0.7582497415406969,4.898013955984971,4231.884057971015,20.416438356164385,Dense AE,68,0.005,0.5,99.5,47447,237.235
0.09102877229452133,0.8896931409096431,0.9835998599276293,0.7549837979900548,0.8542608284263616,0.8927883099699461,0.9115760378780077,0.009426999463231348,843,88581,16408,50559,89424,66967,0.7450766566168452,0.7636145184274498,9.426999463231347,8144.927536231884,10.607829181494662,Dense AE,68,0.01,1.0,99.0,47447,474.47
0.08324019610881805,0.8842644397695519,0.9668672972198338,0.7556109725685786,0.848284186350606,0.8927883099699461,0.9115760378780077,0.019390767579173376,1734,87690,16366,50601,89424,66967,0.7458785040733851,0.7640895247142977,19.390767579173374,16753.623188405796,5.157093425605537,Dense AE,68,0.02,2.0,98.0,47447,948.94
0.07669346034526825,0.8683811728296386,0.9226395495052212,0.7560141562262009,0.8310571240971766,0.8927883099699461,0.9115760378780077,0.047470477724100915,4245,85179,16339,50628,89424,66967,0.7464237603438322,0.7643689401771494,47.47047772410092,41014.49275362319,2.1065724381625444,Dense AE,68,0.05,5.0,95.0,47447,2372.35
0.04590070620179176,0.847958002698365,0.850486098712934,0.7824898830767393,0.8150723285114325,0.8927883099699461,0.9115760378780077,0.10301485059939167,9212,80212,14566,52401,89424,66967,0.7733979087818333,0.7904104613149292,103.01485059939166,89004.8309178744,0.9707338254450717,Dense AE,68,0.1,10.0,90.0,47447,4744.7
0.1578549667688145,0.5733194365404659,0.9877049180327869,0.003598787462481521,0.007171445150347414,0.8684392799434788,0.8542065082035605,3.3548040794417606e-05,3,89421,66726,241,89424,66967,0.007537366091474758,0.00016764927771102854,0.03354804079441761,28.985507246376812,2980.8,Isolation Forest,68,0.0001,0.01,99.99,47447,4.7447
0.15770291396615865,0.5733705903792418,0.9880952380952381,0.003718249286962235,0.007408619586723991,0.8684392799434788,0.8542065082035605,3.3548040794417606e-05,3,89421,66718,249,89424,66967,0.007697735582782732,0.00025147391656654277,0.03354804079441761,28.985507246376812,2980.8,Isolation Forest,68,0.0002,0.02,99.98,47447,9.4894
0.1563014429114754,0.5734856865164876,0.9647887323943662,0.004091567488464468,0.008148577716316486,0.8684392799434788,0.8542065082035605,0.00011182680264805869,10,89414,66693,274,89424,66967,0.008210917954968247,0.0005029478331330855,0.11182680264805869,96.61835748792271,894.24,Isolation Forest,68,0.0005,0.05,99.95,47447,23.7235
0.14497642760923193,0.5744640036830764,0.9112426035502958,0.006898920363761256,0.013694163677861103,0.8684392799434788,0.8542065082035605,0.000503220611916264,45,89379,66505,462,89424,66967,0.011835268458528449,0.0025985638045209424,0.503220611916264,434.78260869565213,198.72000000000003,Isolation Forest,68,0.001,0.1,99.9,47447,47.447
0.1253929501968295,0.5776483301468754,0.8954191875540191,0.015470306270252513,0.030415125359638306,0.8684392799434788,0.8542065082035605,0.0013531043120415102,121,89303,65931,1036,89424,66967,0.025627044711014176,0.006622146469585627,1.3531043120415103,1169.0821256038648,73.90413223140496,Isolation Forest,68,0.002,0.2,99.8,47447,94.894
0.10077042587756058,0.5921952030487688,0.8955853174603174,0.05392208102498246,0.10171974253158496,0.8684392799434788,0.8542065082035605,0.0047079083914832705,421,89003,63356,3611,89424,66967,0.08894091987940214,0.02341501578697365,4.7079083914832704,4067.632850241546,21.240855106888365,Isolation Forest,68,0.005,0.5,99.5,47447,237.235
0.07261313262076569,0.6360788024886342,0.921863197650021,0.16402108501202084,0.278491924646941,0.8684392799434788,0.8542065082035605,0.010411075326534264,931,88493,55983,10984,89424,66967,0.2524857271152736,0.08695409203945346,10.411075326534263,8995.169082125603,9.60515574650913,Isolation Forest,68,0.01,1.0,99.0,47447,474.47
0.0567000469373918,0.7011209084921767,0.9246273357127861,0.3288186718831663,0.4851181952369412,0.8684392799434788,0.8542065082035605,0.020072911075326536,1795,87629,44947,22020,89424,66967,0.40089165437167235,0.2660314621811171,20.072911075326534,17342.995169082125,4.981838440111421,Isolation Forest,68,0.02,2.0,98.0,47447,948.94
0.0118064013560291,0.8666483365411053,0.9137386498223451,0.7603595800916869,0.8300229026920851,0.8684392799434788,0.8542065082035605,0.05375514403292181,4807,84617,16048,50919,89424,66967,0.7510103277952402,0.7685042890273548,53.755144032921805,46444.444444444445,1.860287081339713,Isolation Forest,68,0.05,5.0,95.0,47447,2372.35
-0.028682230138873624,0.8426571861552136,0.8480804627925322,0.7705884988128481,0.807479560301999,0.8684392799434788,0.8542065082035605,0.10337269636786545,9244,80180,15363,51604,89424,66967,0.7609532362563346,0.7789823688842941,103.37269636786544,89314.00966183575,0.967373431414972,Isolation Forest,68,0.1,10.0,90.0,47447,4744.7
0.7379853996481759,0.8890984775338734,0.9995771670190274,0.741320351815073,0.8512929556210989,0.8349687106077994,0.880224402097425,0.00023483628556092325,21,89403,17323,49644,89424,66967,0.7326319840913464,0.7488893235351645,0.23483628556092326,202.8985507246377,425.8285714285714,One-Class SVM,68,0.0001,0.01,99.99,47447,4.7447
0.7260815167990046,0.8891816025218843,0.9995571658615137,0.7415294100079144,0.8514235256800432,0.8349687106077994,0.880224402097425,0.0002460189658257291,22,89402,17309,49658,89424,66967,0.7328565013791776,0.7490849143591606,0.2460189658257291,212.56038647342993,406.4727272727273,One-Class SVM,68,0.0002,0.02,99.98,47447,9.4894
0.6935652603235182,0.8893478524979059,0.999095513748191,0.7422611136828587,0.8517379346978641,0.8349687106077994,0.880224402097425,0.000503220611916264,45,89379,17260,49707,89424,66967,0.7335942010391943,0.7498113945625751,0.503220611916264,434.78260869565213,198.72000000000003,One-Class SVM,68,0.0005,0.05,99.95,47447,23.7235
0.689014061066145,0.889782660127501,0.9989164894257394,0.7434109337434855,0.852429262445957,0.8349687106077994,0.880224402097425,0.0006038647342995169,54,89370,17183,49784,89424,66967,0.7349733786644429,0.7507614071362709,0.6038647342995169,521.7391304347826,165.60000000000002,One-Class SVM,68,0.001,0.1,99.9,47447,47.447
0.6758894330587324,0.892046217493334,0.9976352291244386,0.7496677468006631,0.8560564076767643,0.8349687106077994,0.880224402097425,0.0013307389515118983,119,89305,16764,50203,89424,66967,0.7411636410289306,0.7570761965967197,1.3307389515118984,1149.7584541062802,75.14621848739496,One-Class SVM,68,0.002,0.2,99.8,47447,94.894
0.16995365444087304,0.8926664577884916,0.9918452159253524,0.7555512416563382,0.8577216477369045,0.8349687106077994,0.880224402097425,0.0046519949901592415,416,89008,16370,50597,89424,66967,0.7454294694977227,0.7643689401771494,4.651994990159242,4019.3236714975847,21.496153846153845,One-Class SVM,68,0.005,0.5,99.5,47447,237.235
0.07383935931586613,0.8866111221233959,0.9716623237277744,0.7572834381113086,0.8511820340889065,0.8349687106077994,0.880224402097425,0.01653918411164788,1479,87945,16254,50713,89424,66967,0.7471293861055873,0.7661292575931152,16.53918411164788,14289.855072463768,6.046247464503042,One-Class SVM,68,0.01,1.0,99.0,47447,474.47
0.032265121969216756,0.853028626967025,0.8816424282392142,0.7586124509086565,0.8155134080857861,0.8349687106077994,0.880224402097425,0.07626587940597603,6820,82604,16165,50802,89424,66967,0.7484764898325742,0.7674425102685183,76.26587940597602,65893.71980676329,1.3112023460410558,One-Class SVM,68,0.02,2.0,98.0,47447,948.94
0.007614533933633167,0.8124764212774392,0.7929091701425637,0.7607627637493094,0.7765034027084492,0.8349687106077994,0.880224402097425,0.1487967436035069,13306,76118,16021,50946,89424,66967,0.7512027711848098,0.7690910614993434,148.79674360350688,128560.38647342996,0.6720577183225612,One-Class SVM,68,0.05,5.0,95.0,47447,2372.35
-0.0035186838779512376,0.779974550965209,0.7342533565497691,0.7619275165379963,0.7478344985270193,0.8349687106077994,0.880224402097425,0.20651055645016997,18467,70957,15943,51024,89424,66967,0.7525819488100584,0.7700690156193244,206.51055645016996,178425.12077294686,0.48423674662912225,One-Class SVM,68,0.1,10.0,90.0,47447,4744.7
0.23740047216415405,0.8883615167819626,0.999311448186476,0.7393617021276596,0.8499039778158614,0.8826951151451015,0.9049725931383504,0.000380398299395838,34,89346,17395,49345,89380,66740,0.7318211068211068,0.7459338194054963,0.38039829939583797,328.664130678004,262.8823529411765,LSTM AE,68,0.0001,0.01,99.99,47420,4.742
0.2356363981962204,0.8883871380988982,0.9992306290619749,0.7394815702727,0.8499539313361635,0.8826951151451015,0.9049725931383504,0.0004251510405012307,38,89342,17387,49353,89380,66740,0.7318854568854569,0.7461020751542344,0.4251510405012307,367.3304989930633,235.21052631578948,LSTM AE,68,0.0002,0.02,99.98,47420,9.484
0.2320653796195984,0.8887522418652318,0.9990498524238871,0.7404704824692838,0.8505412801404403,0.8826951151451015,0.9049725931383504,0.0005258447079883643,47,89333,17321,49419,89380,66740,0.7326576576576577,0.747279865395401,0.5258447079883642,454.3298277019467,190.17021276595747,LSTM AE,68,0.0005,0.05,99.95,47420,23.71
0.2102111577987671,0.8898539584934666,0.9986312399355878,0.7433623014683848,0.8522934203745061,0.8826951151451015,0.9049725931383504,0.000760796598791676,68,89312,17128,49612,89380,66740,0.7348455598455599,0.7507851934941111,0.7607965987916759,657.328261356008,131.44117647058826,LSTM AE,68,0.001,0.1,99.9,47420,47.42
0.18419428169727325,0.8898859851396361,0.9967318295739348,0.7448606532813905,0.8525832868841916,0.8826951151451015,0.9049725931383504,0.0018236742000447526,163,89217,17028,49712,89380,66740,0.7354890604890605,0.7530286034772855,1.8236742000447526,1575.6545088386663,54.834355828220865,LSTM AE,68,0.002,0.2,99.8,47420,94.84
